,Income,MonthlyCharge,Bandwidth_GB_Year,Outage_sec_perweek,Churn
0,-0.19790188133019967,0.08795579426389306,-1.2130513225627326,-0.6790583468932229,0
1,-0.5391439324385363,1.519579165379801,-1.3106298773824336,0.5710090367062961,1
2,-1.4096205307930092,-0.21093286491755278,-0.4153289524780768,0.25344309208550064,0
3,-0.6998569266516558,-1.3001540086728507,-0.35534455173365853,1.6482625241611566,0
4,0.2610177838122934,-0.4625401559563506,-1.999013991053096,-0.622159061202993,1
5,-0.4873290284316809,0.3722222889165557,-1.0956061517877878,-0.5301216567606875,0
6,-1.237354767213381,0.6961282429957573,-0.49895531662128373,0.39775058888238174,1
7,-0.28132177342696557,-1.4546272217594045,-1.1464452398706744,-0.7418901536355111,1
8,0.8317494365870708,-1.3763306205152999,-0.8828773764857278,-1.4335663771634317,0
9,0.5923915084642571,-0.14899483082622234,-1.6358474702918284,-0.4336508125100456,0
10,-0.4915799231138039,0.14582282366030916,-0.0730546731806847,-0.2205696898354323,0
11,-0.7356988023709433,-0.46218509330989777,-0.9820428128657818,-1.1159949631122341,0
12,1.4231162044277594,-0.7953628451525819,-0.9698586183022683,-0.579612337485239,0
13,2.0065032969641585,0.37142378398912596,-0.47506607956844554,-1.385809876695074,0
14,0.9784244859271717,-0.21049059204346474,-0.6981079263724824,0.6017550069007044,1
15,1.5331977400732522,0.2074057626059376,-0.5383744086816257,0.2687746242177124,1
16,-0.0629827056725257,0.587783049787044,-0.406657912942582,1.1824690846485824,1
17,0.4002843364734738,0.7492868001390703,-1.233599558784353,-0.05607248072099971,1
18,0.23201669806762024,-0.3974200020361979,-0.5424795057734119,-0.14224191411373743,0
19,-0.6656084430757034,-0.46263417671833573,-0.4719843983480027,0.31039661728296486,1
20,0.24500019345257473,0.371577022175986,-0.2682332072233243,0.6950573700548768,0
21,0.4516113603782964,-1.0762383379937823,-1.5312749999530681,-1.013568436843395,0
22,-0.2492764235610212,-1.1503116983843709,-1.399626648848684,-0.21003521722710783,0
23,1.338704665560496,-0.4625401559563506,-1.1764197664843539,-0.9717369325779751,0
24,-0.19978718686822447,-0.1482847554372507,-1.244099484145684,1.2578332612346508,1
25,-1.1453638168890925,-2.217230793090999,-1.3369960399072183,-0.07740594272318688,1
26,-1.4962343967714393,1.147071513264514,-0.7480722826780704,1.9659288494727956,1
27,0.39166424133755484,-0.7259618640824617,-1.7578819294541226,1.5888748035566795,1
28,-1.325951258755044,0.6964151793740917,-0.9221931218741433,1.1532272620558464,1
29,0.010446667071117393,1.784880330863602,-0.5955169274456322,0.20808966470907148,1
30,0.37501665581311955,1.2888320370553588,-0.5649753024685766,-1.138829190174781,0
31,-0.5342428126523061,-0.5263032728739128,-1.6569792798542962,-1.8688070312458325,0
32,0.6438747243466687,1.2888320370553588,-1.1169691170333815,-0.411179776727351,1
33,-0.32049654947282735,0.14582282366030916,-0.09561812116399691,0.3805816530943561,1
34,-1.2598303549248266,1.9554717124756793,-1.0605394222973588,-1.5004519375083354,1
35,-1.5478847010411376,-0.14898091211254688,-0.9594682770203745,1.2765434870906847,1
36,-1.3605604739993933,1.2867279410305072,-1.2193776980288384,2.115677407736992,1
37,0.11972897143545856,-0.7254276696005512,-0.8626296762670508,-0.18513530605971124,0
38,-0.3470905633752274,0.3712729035785463,-1.0345093164272017,2.2932442088655707,0
39,0.5955568427825993,-0.5267065492527858,-0.7323264268034451,-0.6808707761640356,0
40,0.19384326492836088,0.08801014370532421,-0.8848669847524586,0.480416405006938,0
41,0.670962916061577,-1.6945817446260587,-1.2236720797367173,-0.6511118474529477,0
42,-1.1914373189936025,1.7413604271988044,-1.0252464625131343,0.8556553507694217,1
43,-0.41261282022166085,0.5342429839592128,-0.4365216891738446,-0.5857724591354151,0
44,-0.9488078891630611,1.519579165379801,-0.8119412977571301,1.0597056875076167,1
45,0.7161163941875084,1.565328343102769,-0.6167165373264238,0.19660221217563925,1
46,2.2750502416240814,0.3712729035785463,-0.24037371589151932,0.8402463897366899,1
47,0.16228702635643785,0.5886306035710335,-0.9564356384811201,-0.08332895547125571,1
48,-0.29203941638828795,-1.7782781479146723,-1.3716796010582206,-0.7159643109162591,0
49,1.2669299221903325,-2.216021151341341,-1.2190310191191205,0.8180445180478486,0
50,-2.031626442771613,0.3716040845433434,-1.1064908381235403,-0.3498092253529092,1
51,0.3896082971193219,0.4303674816501558,-0.9410530137827041,-0.6667085549768453,1
52,0.20044215563958773,-0.46218509330989777,-1.384708321542848,-1.9498918995232348,0
53,0.40011202149791203,0.029271645715958583,-1.7101849846112902,0.38327937716939886,1
54,-1.0050326698437737,-0.20961345322926492,-0.8946882131899264,-0.3228387283918838,1
55,0.9300073112119559,-1.0051056923894572,-0.5380106194262994,0.30821035470317093,0
